id,source,pmid,doi,title,authorString,pubYear,pageInfo,affiliation,language,pubModel,isOpenAccess,inEPMC,inPMC,hasPDF,hasBook,citedByCount,hasReferences,hasTextMinedTerms,hasDbCrossReferences,hasLabsLinks,authMan,epmcAuthMan,nihAuthMan,hasTMAccessionNumbers,dateOfCompletion,dateOfCreation,dateOfRevision,electronicPublicationDate,firstPublicationDate,pmcid,abstractText,hasSuppl,manuscriptId,license,embargoDate
29457538,MED,29457538,10.1080/19932820.2018.1436845,Effects of dexmedetomidine infusion during spinal anesthesia on hemodynamics and sedation.,"Tarıkçı Kılıç E, Aydın G.",2018,1436845,"a Anesthesiology Department , Ümraniye Training and Research Hospital , İstanbul , Turkey.",eng,Print,Y,Y,N,Y,N,0,N,Y,N,N,N,N,N,N,NA,2018-02-20,2018-03-07,NA,2018-12-01,PMC5827766,"We evaluated the effects of intravenous dexmedetomidine during spinal anesthesia on hemodynamics, respiratory rate, oxygen saturation, sedpain, and compared them with those of saline infusion. Sixty American Society of Anesthesiologists physical status I and II cases were randomly divided into two groups. Patients were connected to the monitor after premedication, and spinal anesthesia was administered. Sensory and motor blockades were assessed using pinprick test and Bromage scale, respectively. Group I received dexmedetomidine infusion and Group II received saline infusion. Throughout the infusion process, hemodynamic data, respiratory rate, oxygen saturation, sedation, pain, Bromage score, amnesia, bispectral index, and side effects were recorded. Postoperative hemodynamic measurements, oxygen saturation, sedation, pain scores were obtained. Sedation and pain were evaluated using the Ramsay and visual analog scales, respectively. Analgesics were administered in cases with high scores on the visual analog scale. Postoperative analgesic consumption, side effects, treatments were recorded. No significant differences were found between the groups with respect to oxygen saturation, respiratory rate, pain, and side effects in the intraoperative period. Time to onset of sensorial block, maximum sensorial block, onset of motor block, and maximum motor block; bispectral index values; and apex heartbeat until 80 min of infusion, systolic arterial blood pressure until 90 min, and diastolic arterial blood pressure until 50 min were lower, whereas amnesia and sedation levels were higher in dexmedetomidine group. Postoperative pain and analgesic requirement were not different. Apex heartbeat at 15 min and systolic arterial blood pressure at 30 min were lower and sedation scores were higher in the dexmedetomidine infusion group. We demonstrated dexmedetomidine infusion had a hemodynamic depressant effect intraoperatively whereas it had no significant effect on peripheral oxygen saturation, respiratory rate, visual analog scale scores, and side effects. Dexmedetomidine infusion enhanced motor and sensory blockade quality and induced amnesia and sedation.",N,NA,cc by-nc,NA
29616601,MED,29616601,10.1080/0886022x.2018.1455590,Does neutrophil to lymphocyte ratio demonstrate deterioration in renal function?,"Tonyali S, Ceylan C, Yahsi S, Karakan MS.",2018,209-212,"a Clinic of Urology , Turkiye Yuksek Ihtisas Training and Research Hospital , Ankara , Turkey.",eng,Print,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-05,2018-04-04,NA,2018-11-01,NA,"Chronic kidney disease (CKD) is a major health issue worldwide, which leads to end-stage renal failure and cardiovascular events. Neutrophil to lymphocyte ratio (NLR) is a surrogate marker of inflammation and has been widely studied in malignancies, hypertension, heart diseases, and vascular diseases. In this study, we aimed to investigate if NLR represents renal reserve and function after partial or radical nephrectomy.We conducted a retrospective study consists of patients who had undergone radical/partial nephrectomy in our hospital and/or who admitted to urology and nephrology clinics as an outpatient. Patients were divided into four groups: Group 1 (n =  46): Healthy controls; Group 2 (n =  50): Patients who had undergone unilateral partial nephrectomy; Group 3 (n =  46): Patients who had gone unilateral nephrectomy; Group 4 (n =  82): Patients who had CKD.The mean NLR of each group was as follows: Group 1: 2.14 ± 0.73; Group 2: 3.52 ± 3.74; Group 3: 3.64 ± 3.52, and Group 4: 3.53 ± 2.30. NLR was lower in Group 1 compared to other groups but statistically significant difference was observed only between Group 1 (control) and Group 4 (CKD), 2.14 ± 0.73 versus 3.53 ± 2.30 (p = .005). In non-parametric correlation analysis NLR was found negatively correlated with GFR and positively correlated CKD stage (p = .028 for both correlations).The NLR may constitute a practical predictor of CKD besides Cr in patients who had undergone partial or radical nephrectomy.",NA,NA,NA,NA
29451090,MED,29451090,10.1080/19932820.2018.1435124,Study of changes in lipid profile and insulin resistance in Egyptian patients with chronic hepatitis C genotype 4 in the era of DAAs.,"El Sagheer G, Soliman E, Ahmad A, Hamdy L.",2018,1435124,"a Endocrinology Unit, Department of Internal Medicine, Minia School of Medicine , Minia University , Minia , Egypt.",eng,Print,Y,Y,N,Y,N,0,N,Y,N,Y,N,N,N,N,NA,2018-02-17,2018-03-07,NA,2018-12-01,PMC5827781,"Chronic hepatitis C virus (HCV) infection is associated with altered metabolism, including dyslipidemia and insulin resistance. These contribute to disease progression and influences the response to therapy. To investigate the relationships of new direct-acting antiviral drugs, simeprevir/sofosbuvir, with lipid profile and insulin resistance (IR). Eighty chronic hepatitis C genotype 4 patients were included; they were divided into four groups according to the severity of fibrosis as detected by fibroscan. Forty healthy persons volunteered as a control group. Lipid profile changes and IR were analyzed at baseline and after the end of treatment, and any effect of these changes on the response to treatment was studied. Before treatment, the levels of serum triglycerides were significantly higher in patients than in the control, and the levels of fasting insulin showed a progressive increase with advancing stage of fibrosis. At the end of treatment, there were a significant reduction in serum triglycerides, FBS, fasting insulin, and homeostasis model for the assessment of IR (P < 0.001), and a significant elevation of serum cholesterol and low-density lipoprotein (LDL)-c, high-density lipoprotein (HDL)-c, and LDL/HDL ratio (P = 0.001). An end-of-treatment response (week 12) was achieved in (99%) of the treated cases with 99% sustained viral response for 12 weeks post-treatment (week 24). Significant lipid profile changes were detected at the end of treatment. Serum lipid levels and IR are no longer predictors of response to DAAs. Follow-up of the lipid profile is warranted to avoid any possible remote effect of atherosclerotic heart disease.",N,NA,cc by-nc,NA
29350104,MED,29350104,10.1080/19932820.2017.1422666,The importance of perfusion index monitoring in evaluating the efficacy of stellate ganglion blockage treatment in Raynaud's disease.,"Şahin ÖF, Tarıkçı Kılıç E, Aksoy Y, Kaydu A, Gökçek E.",2018,1422666,"a Department of Anesthesiology and Reanimation , Diyarbakır Bismil State Hospital , Bismil , Diyarbakır.",eng,Print,Y,Y,N,Y,N,0,Y,Y,N,N,N,N,N,N,NA,2018-01-20,2018-01-26,NA,2018-12-01,PMC5774394,"Stellate ganglion blockage (SGB) is a method used for treating Raynaud's phenomenon (RP). This study primarily aimed to determine whether the perfusion index (PI) can be used an alternative to Horner's signs in evaluating the efficacy of SGB in patients diagnosed with RP. In a total of 40 patients, aged 18-65 years and diagnosed with primary RP, SGB was applied for 5 days on the same side with the 2-finger method, using 6 mL of 5% levobupivacaine at the 7th cervical vertebra level. The PI values were recorded from the distal end of the 2nd finger of the upper extremity on the side applied with the block at baseline and at 5, 15, 30, 60 and 120 min. The onset time of Horner findings was recorded. The PI values and visual analogue scale (VAS) pain scores were recorded pre-treatment and after 2 weeks.When the PI values of the 40 patients were examined, a 62.7% increase was observed from baseline to the first session at 5 min (p < 0.05). When all sessions were evaluated, a statistically significant increase was determined in the PI values measured at 5, 15, 30, 60 and 120 min compared with the baseline PI values. There was a statistically significant decrease in the post-treatment VAS pain scores and a statistically significant increase in the post-treatment PI values (p < 0.05). By eliminating peripheral vasospasm with the application of SGB in patients with RP, the distal artery blood flow and PI are increased. PI measurement is a more objective method and therefore could be used as an alternative to Horner findings in evaluating the success of SGB. PI is a non-invasive and simple measurement and also an earlier indicator in evaluating the success of SGB than Horner's signs.",N,NA,cc by-nc,NA
29384012,MED,29384012,10.1080/22423982.2017.1422670,Nurse-led diabetic retinopathy screening: a pilot study to evaluate a new approach to vision care for Canadian Aboriginal peoples.,"Spurr S, Bullin C, Bally J, Trinder K, Khan S.",2018,1422670,"a College of Nursing , University of Saskatchewan , Saskatoon , Canada.",eng,Print,Y,Y,N,Y,N,0,Y,Y,N,N,N,N,N,N,NA,2018-02-01,2018-02-07,NA,2018-12-01,PMC5795657,"Diabetic retinopathy is the most common cause of new cases of blindness and is pandemic among Aboriginal people around the world. To reduce health inequities, accessible vision screening among these high-risk populations is essential. To assess cardio-metabolic co-morbidities associated with type 2 diabetes and the use of a portable fundus camera as a novel approach for convenient, earlier and more accessible vision screening for Aboriginal peoples living with type 2 diabetes in northern and remote Canadian communities. This quantitative pilot study screened participants diagnosed with type 2 diabetes for commonly associated cardio-metabolic co-morbidities using anthropometrical measurements, blood pressure and a A1c (HbA1c) blood glucose test, followed by vision exams conducted first by a trained nurse and then by an ophthalmologist to screen for signs of retinopathy using fundus photography. Large numbers of the participants presented with overweight/obese (84.8%), pre-hypertension/hypertension (69.7%) and an elevated A1C (78.8%). Inter-rater reliability demonstrated substantial agreement between vision exam judgements made by the nurse and ophthalmologist (k = .67). Nurse-led vision screening in remote or northern communities can improve the standard of care by extending access to health services, lowering the costs to families by reducing travel expenses and preventing vision loss in a family member.",N,NA,cc by,NA
29657034,MED,29657034,10.1016/j.ijcard.2018.03.024,Cost comparison across heart failure patients with reduced and preserved ejection fractions: Analyses of inpatient decompensated heart failure admissions.,"Olchanski N, Vest AR, Cohen JT, Neumann PJ, DeNofrio D.",2018,103-108,"Center for the Evaluation of Value and Risk in Health, Institute for Clinical Research and Health Policy Studies at Tufts Medical Center, Boston, MA, United States. Electronic address: nolchanski@tuftsmedicalcenter.org.",eng,Print,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-17,2018-04-16,NA,2018-06-01,NA,"Heart failure (HF) is the leading cause of inpatient admissions in the US for adults aged over 65 years and accounts for more than $17 billion in Medicare expenditures annually. There are limited published data on factors influencing expenditure and the relationship between cost and hospital length of stay. We sought to describe institutional costs of HF hospitalization, as well as demographic and clinical predictors of higher hospitalization costs in an academic hospital setting.Demographic and clinical information was collected retrospectively for 564 unique consecutive patients with a decompensated HF admission during 2010-2013. Forty-six percent had a baseline LVEF >40%, categorized as HF with preserved ejection fraction (HFpEF). Forty-three percent were female and the mean age was 71 years. Patients with reduced ejection fraction (HFrEF) were predominantly male, younger and had a lower burden of baseline comorbidities than HFpEF patients. Length of stay was longer for HFrEF (median 4 days) than HFpEF (median 3 days, p = 0.01). Mean total hospitalization cost was $9521. Mean costs trended higher for HFrEF patients than for HFpEF patients ($10,286 versus $8858, p = 0.07). Room and board contributed more than half of all costs.In this single-center study, we observed a trend towards higher HF hospitalization costs for patients with HFrEF, compared to HFpEF, even though patients with HFpEF are older and had more comorbid conditions. Costs were largely driven by length of stay, with higher heart rate at admission, lower systolic blood pressure, and higher creatinine associated with higher inpatient costs.",NA,NA,NA,NA
29657057,MED,29657057,10.1016/j.ijcard.2018.01.090,Ventricular efficiency in pregnant women with congenital heart disease.,"Muneuchi J, Yamasaki K, Watanabe M, Fukumitsu A, Kawakami T, Nakahara H, Joo K.",2018,58-61,"Department of Pediatrics, Japan Community Healthcare Organization Kyushu Hospital, Kitakyushu, Japan. Electronic address: jmun@msn.com.",eng,Print,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-17,2018-04-16,NA,2018-06-01,NA,"Pregnant women with congenital heart disease (CHD) are at risk of cardiovascular events during pregnancy as well as postpartum. The aim of our study is to address the feasibility of echocardiography-derived ventricular-arterial coupling during pregnancy and postpartum among women with CHD.In 31 pregnant women with CHD, we performed serial echocardiography at the first and third trimesters, early and late postpartum. The indices of contractility (single-beat determined end-systolic elastance, Eesab) and afterload (effective arterial elastance, Ea) were approximated on the basis of the systemic blood pressure and systemic ventricular volume. The ratio of stroke work and pressure-volume area (SW/PVA) representing ventricular efficiency was also calculated.Age at the delivery was 28 (24-31) years. ZAHARA score was 0.75 (0.75-1.50). Gestational age and birth weight of newborns were 38 (37-39) weeks and 2.73 (2.42-2.92) kg, respectively. Heart rate, systemic ventricular end-diastolic volume and stroke volume significantly increased from the first trimester to the third trimester and reversed postpartum to the values of the first trimester. Eesab and Ea significantly decreased from the first trimester to the third trimester (Eesab; 4.90 [2.86-7.14] vs 3.41 [2.53-4.61] mm Hg/ml, p = 0.0001, Ea; 2.83 [1.74-3.30] vs 2.18 [1.67-2.68] mm Hg/ml, p = 0.0012), and reversed early postpartum parallelly. Ejection fraction and SW/PVA remained unchanged throughout pregnancy and postpartum.Echocardiography-derived ventricular-arterial coupling is feasible to understand ventricular function in pregnant women with CHD.",NA,NA,NA,NA
18795158,MED,18795158,10.1289/ehp.11230,Right heart pressure increases after acute increases in ambient particulate concentration.,"Rich DQ, Freudenberger RS, Ohman-Strickland P, Cho Y, Kipen HM.",2008,1167-1171,"School of Public Health, University of Medicine and Dentistry of New Jersey, Piscataway, New Jersey 08854, USA. richda@umdnj.edu",eng,Print,Y,Y,Y,Y,N,15,Y,Y,N,N,N,N,N,N,2008-12-29,2008-09-16,2016-10-19,NA,2008-09-01,PMC2535617,"We explored the association between acute changes in daily mean pulmonary artery (PA) and right ventricular (RV) pressures and concentrations of ambient fine particulate matter [PM with aerodynamic diameter < or = 2.5 microm (PM(2.5))] as an explanation for previous associations between congestive heart failure (HF) hospital admissions and PM.In the Chronicle Offers Management to Patients with Advanced Signs and Symptoms of Heart Failure (COMPASS-HF) trial, to see whether management of ambulatory HF could be improved by providing continuous right heart pressure monitoring to physicians, the Chronicle Implantable Hemodynamic Monitor (Medtronic, Inc., Minneapolis, MN, USA) continuously measured multiple right heart hemodynamic parameters, heart rate, and activity trends in subjects with moderate/severe HF. Using these trial data, we calculated daily mean pressures, using only those time intervals where the subject was not physically active (n = 5,807 person-days; n = 11 subjects). We then studied the association between mean daily PA/RV pressures and mean ambient PM(2.5) concentrations on the same day and previous 6 days.Each 11.62-microg/m(3) increase in same-day mean PM(2.5) concentration was associated with small but significant increases in estimated PA diastolic pressure [0.19 mmHg; 95% confidence interval (CI), 0.05-0.33] and RV diastolic pressure (0.23 mmHg; 95% CI, 0.11-0.34). Although we saw considerable differences in the magnitude of response by COMPASS-HF randomization group (total data access for physicians vs. blocked clinician access), season, left ventricular ejection fraction, and obesity, these effects were not significantly different.These pilot study findings provide a potential mechanism for previous findings of increased risk of HF associated with ambient PM. However, because of the small number of subjects, a larger study is needed for confirmation.",N,NA,cc0,NA
29616573,MED,29616573,10.1152/advan.00042.2017,Physiology learning for veterinary students: impact of guided practices on students' opinion and physiological parameters.,"García-Vázquez FA, Romar R, Gadea J, Matás C, Coy P, Ruiz S.",2018,215-224,"Group of Veterinary Physiology Teaching Innovation, Department of Physiology, Faculty of Veterinary Science, University of Murcia , Murcia , Spain.",eng,Print,N,N,N,N,N,0,N,N,N,Y,N,N,N,N,NA,2018-04-05,2018-04-04,NA,2018-06-01,NA,"Over recent decades, education has increasingly focused on student-centered learning. Guided practices represent a new way of learning for undergraduate students of physiology, whereby the students turn into teacher-students and become more deeply involved in the subject by preparing and teaching a practical (laboratory) class to their peers. The goal was to assess the students' opinions about guided practices and how physiological parameters change during the activity. For this objective, two experiments were performed. First, a voluntary questionnaire on guided practices was completed by the students during 2 academic years. Students could also write a free text commentary. The positive answers obtained in the questionnaire and the free commentary responses point to the effectiveness of this methodology in students' minds. Negative aspects included the time spent preparing the activity, and the stress that students experienced in the teaching role. Second, information about how the teacher-students felt before teaching the practical class was self-reported, and physiological parameters related to stress (heart rate, pulse rate, blood pressure, arterial oxygen saturation, respiratory rate, and electrocardiogram recorded to evaluate R-R interval and heart rate variability) were measured immediately before and while the practical class was taught. This evaluation reported an increase in stress during the execution of the practice. In conclusion, despite a new and stressful situation, guided practices are of interest for the students as a learning tool and for the acquisition of skills that may be of use in their later professional lives.",NA,NA,NA,NA
29695381,MED,29695381,10.1161/circheartfailure.117.004750,Pulmonary Capillary Wedge Pressure Patterns During Exercise Predict Exercise Capacity and Incident Heart Failure.,"Eisman AS, Shah RV, Dhakal BP, Pappagianopoulos PP, Wooster L, Bailey C, Cunningham TF, Hardin KM, Baggish AL, Ho JE, Malhotra R, Lewis GD.",2018,e004750,"Cardiology Division and the Pulmonary and Critical Care Unit of the Department of Medicine, Massachusetts General Hospital, Harvard Medical School, Boston.",eng,Print,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-27,2018-04-26,NA,2018-05-01,NA,"Single measurements of left ventricular filling pressure at rest lack sensitivity for identifying heart failure with preserved ejection fraction (HFpEF) in patients with dyspnea on exertion. We hypothesized that exercise hemodynamic measurements (ie, changes in pulmonary capillary wedge pressure [PCWP] indexed to cardiac output [CO]) may more sensitively differentiate HFpEF and non-HFpEF disease states, reflect aerobic capacity, and forecast heart failure outcomes in individuals with normal PCWP at rest.We studied 175 patients referred for cardiopulmonary exercise testing with hemodynamic monitoring: controls (n=33), HFpEF with resting PCWP≥15 mm Hg (n=32), and patients with dyspnea on exertion with normal resting PCWP and left ventricular ejection fraction (DOE-nlrW; n=110). Across 1835 paired PCWP-CO measurements throughout exercise, we used regression techniques to define normative bounds of ""PCWP/CO slope"" in controls and tested the association of PCWP/CO slope with exercise capacity and composite cardiac outcomes (defined as cardiac death, incident resting PCWP elevation, or heart failure hospitalization) in the DOE-nlrW group. Relative to controls (PCWP/CO slope, 1.2±0.4 mm Hg/L/min), patients with HFpEF had a PCWP/CO slope of 3.4±1.9 mm Hg/L/min. We used a threshold (2 SD above the mean in controls) of 2 mm Hg/L/min to define abnormal. PCWP/CO slope >2 in DOE-nlrW patients was common (n=45/110) and was associated with reduced peak Vo2 (P<0.001) and adverse cardiac outcomes after adjustment for age, sex, and body mass index (hazard ratio, 3.47; P=0.03) at a median 5.3-year follow-up.Elevated PCWP/CO slope during exercise (>2 mm Hg/L/min) is common in DOE-nlrW and predicts exercise capacity and heart failure outcomes. These findings suggest that current definitions of HFpEF based on single measures during rest are insufficient and that assessment of exercise PCWP/CO slope may refine early HFpEF diagnosis.",NA,NA,NA,NA
29697599,MED,29697599,10.1097/imi.0000000000000486,Significantly Elevated C-Reactive Protein Levels After Epicardial Clipping of the Left Atrial Appendage.,"Verberkmoes NJ, Akca F, Vandevenne AS, Jacobs L, Soliman Hamad MA, van Straten AHM.",2018,NA,"From the Department of Cardiothoracic Surgery, Heart Center, Catharina Hospital, Eindhoven, the Netherlands.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-27,2018-04-26,2018-04-24,2018-04-24,NA,"Besides mechanical and anatomical changes of the left atrium, epicardial closure of the left atrial appendage has also possible homeostatic effects. The aim of this study was to assess whether epicardial clipping of the left atrial appendage has different biochemical effects compared with complete removal of the left atrial appendage.Eighty-two patients were included and underwent a totally thoracoscopic AF ablation procedure. As part of the procedure, the left atrial appendage was excluded with an epicardial clip (n = 57) or the left atrial appendage was fully amputated with an endoscopic vascular stapler (n = 25). From all patients' preprocedural and postprocedural blood pressure, electrolytes and inflammatory parameters were collected.The mean age and left atrial volume index were comparable between the epicardial clip and stapler group (64 ± 8 years vs. 60 ± 9 years, P = non-significant; 44 ± 15 mL/m vs. 40 ± 13 mL/m, P = non-significant). Patients receiving left atrial appendage clipping had significantly elevated C-reactive protein levels compared with patients who had left atrial appendage stapling at the second, third, and fourth postoperative day (225 ± 84 mg/L vs. 149 ± 76 mg/L, P = 0.002, 244 ± 78 vs. 167 ± 76, P = 0.004, 190 ± 74 vs. 105 ± 48, P < 0.001, respectively). Patients had a significant decrease in sodium levels, systolic, and diastolic blood pressure at 24 and 72 hours after left atrial appendage closure. However, this was comparable for both the left atrial appendage clipping and stapling group.Increased activation of the inflammatory response was observed after left atrial appendage clipping compared with left atrial appendage stapling. Furthermore, a significant decrease in blood pressure was observed after surgical removal of the left atrial appendage. Whether the inflammatory response affects the outcome of arrhythmia surgery needs to be further evaluated.",NA,NA,NA,NA
29686011,MED,29686011,10.1161/hypertensionaha.117.10749,Direct Recording of Cardiac and Renal Sympathetic Nerve Activity shows Differential Control in Renovascular Hypertension.,"Tromp TR, Mahesh D, Joles JA, Ramchandra R.",2018,NA,"From the Department of Physiology, The University of Auckland, New Zealand (T.R.T., D.M., R.R.).",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,Y,N,N,N,N,NA,2018-04-25,2018-04-24,2018-04-23,2018-04-23,NA,"There is increasing evidence that hypertension is initiated and maintained by elevated sympathetic tone. Increased sympathetic drive to the heart is linked to cardiac hypertrophy in hypertension and worsens prognosis. However, cardiac sympathetic nerve activity (SNA) has not previously been directly recorded in hypertension. We hypothesized that directly recorded cardiac SNA levels would be elevated during hypertension and that baroreflex control of cardiac SNA would be impaired during hypertension. Adult ewes either underwent unilateral renal artery clipping (n=12) or sham surgery (n=15). Two weeks later, electrodes were placed in the contralateral renal and cardiac nerves to record SNA. Baseline levels of SNA and baroreflex control of heart rate and sympathetic drive were examined. Unilateral renal artery clipping induced hypertension (mean arterial pressure 109±2 versus 91±3 mm Hg in shams; P<0.001). The heart rate baroreflex curve was shifted rightward but remained intact. In the hypertensive group, cardiac sympathetic burst incidence (bursts/100 beats) was increased (39±14 versus 25±9 in normotensives; P<0.05), whereas renal sympathetic burst incidence was decreased (69±20 versus 93±8 in normotensives; P<0.01). The renal sympathetic baroreflex curve was shifted rightward and showed increased gain, but there was no change in the cardiac sympathetic baroreflex gain. Renovascular hypertension is associated with differential control of cardiac and renal SNA; baseline cardiac SNA is increased, whereas renal SNA is decreased.",NA,NA,NA,NA
29683884,MED,29683884,10.1097/hjh.0000000000001742,Visit-to-visit blood pressure variation is associated with outcomes in a U-shaped fashion in patients with myocardial infarction complicated with systolic dysfunction and/or heart failure: findings from the EPHESUS and OPTIMAAL trials.,"Ferreira JP, Duarte K, Pitt B, Dickstein K, McMurray JJV, Zannad F, Rossignol P.",2018,NA,"INSERM, Centre d'Investigations Cliniques Plurithématique 1433, INSERM U1116, Université de Lorraine, CHRU de Nancy, F-CRIN INI-CRCT, Nancy, France.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,Y,N,N,N,N,NA,2018-04-24,2018-04-23,2018-04-21,2018-04-21,NA,"Visit-to-visit office blood pressure variation (BPV) has prognostic implications independent from mean BP across several populations in the cardiovascular field. The association of BPV with outcomes in patients with myocardial infarction (MI) with systolic dysfunction and/or heart failure is yet to be determined.Two independent cohorts were assessed: the EPHESUS and the OPTIMAAL trials with a total of more than 12 000 patients. The primary outcome was all-cause death. BPV was calculated as a coefficient of variation, that is, the ratio of the SD to the mean BP along the postbaseline follow-up. Cox regression models were used to determine the associations between BPV and events.Compared with the middle and lower BPV tertiles, patients in the upper BPV tertile were older, more often women, hypertensive, diabetic, with peripheral artery disease, and had more frequent use of loop diuretics and ACEi/ARBs. They also had lower LVEF, hemoglobin, and eGFR (all P < 0.001). BPV was independently associated with worse prognosis in a U-shaped manner. In the EPHESUS trial, both low and high BPV were associated with higher rates of death (and also cardiovascular death and the composite of cardiovascular death/ cardiovascular hospitalization): adjusted hazard ratio (95% CI) for the outcome of death is 1.99 (1.68-2.36) for high BPV and is 1.60 (1.35-1.90) for low BPV. Similar results were observed in the OPTIMAAL trial population.In two independent cohorts of MI patients with systolic dysfunction and/or heart failure, BPV was associated with worse prognosis in a U-shaped manner independently of the mean BP.",NA,NA,NA,NA
29694982,MED,29694982,10.1159/000489244,UCP3 Ablation Exacerbates High-Salt Induced Cardiac Hypertrophy and Cardiac Dysfunction.,"Lang H, Xiang Y, Ai Z, You Z, Jin X, Wan Y, Yang Y.",2018,1683-1692,"Department of Endocrinology, Chengdu Military General Hospital, Chengdu, China.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-26,2018-04-25,2018-04-20,2018-04-20,NA,"Excessive salt intake and left ventricular hypertrophy (LVH) are both critical for the development of hypertension and heart failure. The uncoupling protein 3 (UCP3) plays a cardio-protective role in early heart failure development. However, the potential role for UCP3 in salt intake and LVH is unclear.UCP3-/- and C57BL/6 mice were placed on either a normal-salt (NS, 0.5%) or a high-salt (HS, 8%) diet for 24 weeks. The cardiac function, endurance capacity, energy expenditure, and mitochondrial functional capacity were measured in each group.Elevated blood pressure was only observed in HS-fed UCP3-/- mice. High salt induced cardiac hypertrophy and dysfunction were observed in both C57BL/6 and UCP3-/- mice. However, the cardiac lesions were more profound in HS-fed UCP3-/- mice. Furthermore, HS-fed UCP3-/-mice experienced more severe mitochondrial respiratory dysfunction compared with HS-fed C57BL/6 mice, represented by the decreased volume of oxygen consumption and heat production at the whole-body level.UCP3 protein was involved in the incidence of high-salt induced hypertension and the progression of cardiac dysfunction in the early stages of heart failure. UCP3 ablation exacerbated high-salt-induced cardiac hypertrophy and cardiac dysfunction.",NA,NA,NA,NA
